Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2021-03-10,341.3,465.9,92.3,8.7,2.9,42.6,0.44,49.4,9.0,14.51,23.31,8.95,375.6,Poor
2021-03-11,289.4,189.6,16.2,52.8,40.9,28.9,7.05,39.5,119.6,19.84,12.3,6.38,139.3,Poor
2021-03-12,21.3,102.7,169.4,136.3,180.8,17.5,3.99,46.4,1.8,12.42,28.2,9.09,341.4,Satisfactory
2021-03-13,411.6,13.6,90.1,79.2,155.0,47.6,5.61,18.7,192.7,18.2,7.65,5.09,58.8,Good
2021-03-14,92.8,209.4,45.6,23.9,73.5,28.3,6.03,97.6,104.9,11.17,4.78,4.9,364.4,Good
2021-03-15,443.4,335.9,11.7,2.2,46.1,21.6,3.95,63.7,24.2,12.95,11.05,2.04,427.7,Moderate
2021-03-16,218.5,482.4,194.2,23.1,235.8,31.3,2.46,66.8,60.9,2.02,29.71,4.11,369.7,Severe
2021-03-17,245.3,235.9,147.0,3.4,88.9,21.7,2.49,81.8,51.9,3.73,14.33,1.22,274.9,Severe
2021-03-18,327.5,16.2,35.1,88.9,244.6,11.9,4.18,29.1,83.6,8.76,2.68,2.19,15.1,Good
2021-03-19,40.2,36.5,167.0,69.7,46.1,33.8,8.16,66.8,8.1,18.93,12.89,8.13,303.8,Good
2021-03-20,315.7,476.4,188.2,125.8,245.2,11.0,7.71,67.8,6.3,19.19,24.82,4.24,198.0,Moderate
2021-03-21,404.1,164.7,131.9,70.4,71.7,31.9,7.88,27.9,35.1,16.89,20.89,9.23,223.8,Satisfactory
2021-03-22,498.8,167.4,8.4,126.1,178.9,27.0,5.26,66.8,158.5,5.29,14.66,3.24,316.3,Moderate
2021-03-23,91.0,582.5,44.8,114.3,76.2,12.3,4.12,84.0,156.7,9.21,23.49,7.65,163.7,Good
2021-03-24,354.8,594.5,87.0,21.4,80.3,26.8,1.26,95.3,112.1,11.96,14.11,2.71,332.4,Moderate
2021-03-25,329.1,196.3,6.0,43.6,185.7,16.9,6.7,0.5,11.9,0.82,13.32,1.22,189.2,Good
2021-03-26,478.4,263.2,62.8,67.0,229.7,38.1,2.6,53.9,53.1,2.14,15.52,7.35,143.6,Severe
2021-03-27,280.2,484.9,82.7,59.7,218.5,45.8,2.59,47.7,84.1,3.45,24.57,8.25,264.6,Poor
2021-03-28,373.5,308.3,187.3,51.0,63.8,31.2,5.16,66.6,139.6,18.15,21.89,1.03,292.7,Moderate
2021-03-29,431.8,411.4,181.4,59.3,60.2,13.8,1.73,48.3,42.5,12.24,4.06,7.33,96.3,Satisfactory
2021-03-30,174.1,138.8,165.2,55.1,71.9,33.9,0.63,62.5,89.8,7.56,23.49,3.5,456.6,Moderate
2021-03-31,204.0,223.0,102.9,145.1,102.2,13.9,5.63,10.0,115.0,15.22,11.0,7.37,304.4,Satisfactory
2021-04-01,409.7,127.0,55.7,17.0,79.7,43.5,1.57,35.9,134.9,15.47,28.66,3.79,372.4,Good
2021-04-02,315.1,221.1,25.5,106.6,155.1,12.1,7.95,17.8,59.7,5.37,5.44,2.62,3.2,Severe
2021-04-03,357.1,118.7,131.3,29.3,176.2,19.4,2.83,90.2,93.7,1.25,22.26,7.33,251.8,Good
2021-04-04,302.2,307.0,57.9,40.9,134.5,7.9,6.05,28.5,118.7,12.55,27.7,5.55,471.8,Poor
2021-04-05,446.7,238.0,182.9,94.4,127.3,8.6,6.61,52.3,6.3,15.7,15.56,2.78,250.9,Good
2021-04-06,79.8,423.5,17.5,23.0,27.4,1.3,6.21,50.2,125.2,12.21,6.59,0.75,353.8,Good
2021-04-07,161.4,16.7,67.7,98.4,192.4,1.8,6.56,32.6,37.5,0.65,6.56,9.09,322.5,Satisfactory
2021-04-08,102.6,334.3,55.9,82.1,63.0,48.3,7.69,32.6,129.5,11.71,23.12,3.0,35.3,Very Poor
2021-04-09,406.7,265.0,22.6,89.6,125.4,4.2,5.57,39.9,140.2,17.14,16.93,3.39,144.0,Good
2021-04-10,434.8,175.9,31.2,141.4,241.7,47.6,2.79,57.0,138.8,17.37,21.25,8.62,190.5,Moderate
2021-04-11,404.5,162.3,12.1,11.3,17.9,9.2,4.9,2.6,82.7,5.19,10.09,7.94,471.1,Good
2021-04-12,32.9,219.3,87.8,69.3,2.9,34.2,4.8,90.3,120.7,11.24,14.58,6.73,434.5,Moderate
2021-04-13,69.6,427.9,168.9,57.2,49.0,23.8,7.82,42.5,196.3,5.74,19.93,1.66,425.3,Moderate
2021-04-14,224.3,566.6,64.7,132.9,77.1,29.3,2.73,74.9,23.6,17.69,22.88,5.49,112.0,Good
2021-04-15,476.3,580.5,81.2,14.0,44.9,37.6,0.65,57.8,163.8,9.11,4.38,6.3,186.9,Good
2021-04-16,492.7,587.1,33.1,124.2,133.3,7.8,3.69,85.5,46.6,2.18,18.49,3.63,424.0,Very Poor
2021-04-17,280.9,278.2,110.4,51.8,93.5,26.7,4.23,7.2,194.9,8.35,29.91,2.24,406.2,Very Poor
2021-04-18,202.9,452.9,185.5,86.9,108.3,40.4,8.68,28.7,153.8,17.57,25.89,9.3,10.3,Very Poor
2021-04-19,353.7,483.6,16.7,41.9,230.2,30.0,5.3,35.9,42.6,3.0,23.78,1.8,231.6,Moderate
2021-04-20,80.6,58.8,75.8,121.6,233.4,4.8,0.23,20.2,156.1,12.46,20.47,7.15,455.2,Good
2021-04-21,7.6,343.4,121.6,139.5,143.1,11.2,8.44,23.8,90.9,3.36,17.23,4.12,333.7,Moderate
2021-04-22,79.8,287.3,30.7,142.4,31.6,32.4,0.01,15.7,125.2,16.72,14.76,9.52,0.6,Poor
2021-04-23,293.8,599.8,166.2,95.3,128.4,11.5,7.41,37.2,155.1,3.2,7.59,3.02,291.2,Good
2021-04-24,478.6,153.2,194.9,12.6,216.5,15.2,5.98,71.3,98.8,3.34,2.43,0.43,379.4,Satisfactory
2021-04-25,382.5,272.6,188.7,38.2,58.8,49.8,2.25,0.6,79.1,7.03,8.56,4.36,294.6,Poor
2021-04-26,43.2,566.1,121.9,11.7,242.7,22.7,4.53,85.2,80.6,10.33,29.2,8.18,157.7,Severe
2021-04-27,224.0,535.1,1.8,73.0,198.8,28.8,6.18,2.6,12.9,3.41,27.17,3.61,340.9,Good
2021-04-28,213.9,171.8,105.3,76.9,179.2,9.0,4.99,42.7,31.3,2.75,12.4,6.35,406.2,Very Poor
2021-04-29,305.0,427.7,168.0,21.9,64.6,19.5,1.97,78.3,150.4,2.42,8.11,8.08,195.9,Poor
2021-04-30,174.2,423.2,36.8,78.2,211.5,44.7,4.55,20.8,133.0,12.43,6.02,5.78,432.8,Good
2021-05-01,60.5,478.1,160.0,83.3,53.7,18.7,4.75,20.2,95.0,12.91,2.36,9.73,12.0,Good
2021-05-02,310.6,501.8,109.3,132.8,104.0,19.8,2.31,36.9,82.2,18.88,27.07,3.47,284.1,Satisfactory
2021-05-03,317.1,511.4,120.9,73.9,126.8,27.2,3.69,10.9,101.0,11.59,15.33,3.72,322.0,Very Poor
2021-05-04,85.4,146.6,83.9,135.6,188.1,3.8,5.69,54.7,167.4,11.89,8.83,6.92,21.1,Severe
2021-05-05,447.7,66.5,28.4,136.5,248.9,41.9,5.42,99.3,102.4,7.21,13.51,2.56,498.2,Moderate
2021-05-06,109.5,442.0,152.7,97.4,221.9,21.8,4.04,28.1,108.9,13.51,16.2,9.35,258.4,Severe
2021-05-07,243.5,155.1,93.0,68.7,225.4,8.9,4.08,73.3,48.7,10.33,7.73,7.94,466.0,Moderate
2021-05-08,312.7,546.8,58.7,35.6,127.7,26.8,9.69,38.4,74.3,9.31,24.48,3.85,83.9,Severe
2021-05-09,184.1,453.3,156.2,142.5,81.3,42.2,1.96,43.9,76.4,12.67,3.35,1.23,494.5,Severe
2021-05-10,34.0,423.9,86.8,142.8,170.9,37.5,7.29,6.7,196.4,7.14,10.62,1.0,300.5,Good
2021-05-11,260.0,51.3,64.4,111.8,181.2,28.3,9.86,41.0,84.3,14.29,21.55,1.11,338.7,Severe
2021-05-12,75.7,560.5,125.1,19.9,26.2,42.3,4.7,26.9,109.3,12.35,13.58,9.8,410.6,Poor
2021-05-13,104.4,45.7,169.6,33.7,13.6,43.6,1.74,28.7,121.7,12.56,8.4,2.38,490.4,Very Poor
2021-05-14,25.4,488.3,32.0,7.5,111.5,1.8,0.09,82.3,32.3,2.62,26.94,2.48,310.3,Satisfactory
2021-05-15,36.4,16.9,17.2,123.8,27.1,5.5,9.45,98.5,87.7,19.02,19.37,0.69,256.5,Satisfactory
2021-05-16,91.4,574.6,52.0,76.8,174.0,36.9,3.22,62.0,29.1,14.84,22.13,6.62,371.9,Satisfactory
2021-05-17,441.1,305.7,187.6,71.5,112.4,15.9,0.76,23.3,57.1,11.47,16.29,5.01,105.9,Moderate
2021-05-18,267.0,140.4,166.5,55.5,76.4,33.9,3.05,15.1,2.5,14.77,14.91,1.92,461.5,Good
2021-05-19,188.8,168.2,159.0,40.9,20.2,35.5,6.33,22.8,170.2,15.11,24.36,9.73,296.7,Good
2021-05-20,447.1,402.2,111.1,133.4,161.2,38.7,8.58,56.7,128.1,3.34,6.22,2.61,142.9,Satisfactory
2021-05-21,475.7,108.5,169.0,44.5,230.0,24.1,2.12,10.3,64.2,17.69,26.45,0.77,415.1,Moderate
2021-05-22,433.2,258.6,153.2,121.4,246.4,1.7,6.53,97.8,0.3,18.42,27.31,2.01,391.9,Moderate
2021-05-23,48.6,235.9,190.8,98.7,176.1,8.5,2.19,4.9,72.2,9.86,23.05,5.79,415.9,Very Poor
2021-05-24,87.3,523.6,63.3,64.9,72.3,30.7,6.35,53.7,75.2,16.47,13.52,3.9,495.5,Very Poor
2021-05-25,26.6,408.8,157.2,46.8,163.2,4.6,5.55,19.2,188.1,6.3,20.74,7.84,125.4,Poor
2021-05-26,153.1,231.5,40.4,40.8,143.8,44.9,9.29,5.7,4.2,15.17,7.29,3.25,161.0,Good
2021-05-27,440.3,63.6,75.3,112.5,23.3,19.6,6.66,85.5,134.6,6.33,29.98,6.01,352.8,Poor
2021-05-28,112.5,506.4,33.0,46.8,155.6,20.0,2.72,95.8,175.3,18.74,5.07,0.18,187.5,Moderate
2021-05-29,306.3,551.0,90.4,74.7,45.0,6.8,0.07,98.6,199.7,9.8,5.85,1.4,451.2,Very Poor
2021-05-30,400.6,200.4,176.0,142.5,194.6,19.9,1.28,88.7,86.7,7.27,8.58,2.14,20.6,Moderate
2021-05-31,362.0,299.3,129.2,33.9,147.9,4.3,2.75,36.3,117.7,18.03,0.71,6.9,110.4,Good
2021-06-01,416.8,404.3,25.8,52.0,10.6,42.1,6.68,56.7,190.8,11.76,27.69,8.25,323.0,Severe
2021-06-02,17.5,306.7,50.9,111.8,130.5,33.6,4.64,22.2,155.8,3.83,0.41,1.67,41.4,Severe
2021-06-03,409.2,228.1,60.7,108.2,143.9,6.9,4.27,92.0,131.6,19.37,0.73,2.19,173.0,Satisfactory
2021-06-04,415.0,129.4,105.1,62.5,106.5,43.3,2.7,75.2,77.3,13.41,16.69,1.45,181.8,Very Poor
2021-06-05,223.7,185.6,145.2,70.4,42.0,17.9,3.31,22.4,89.7,10.9,17.02,6.08,107.5,Poor
2021-06-06,261.5,36.7,43.7,119.5,232.8,35.2,6.76,46.8,88.5,2.39,17.5,4.27,44.7,Very Poor
2021-06-07,285.5,536.1,123.7,103.1,152.5,5.8,3.0,39.2,104.9,18.16,16.56,7.87,173.7,Satisfactory
2021-06-08,310.8,195.2,165.2,3.0,192.8,13.0,1.84,25.9,76.0,3.25,4.86,0.18,146.0,Satisfactory
2021-06-09,129.3,488.3,165.2,39.4,230.3,23.9,4.46,99.7,165.8,10.57,25.74,1.23,375.6,Poor
2021-06-10,454.0,594.2,90.7,75.3,43.5,10.6,3.6,96.4,161.9,10.23,0.47,5.27,85.9,Moderate
2021-06-11,212.2,522.1,7.8,109.7,38.2,1.5,6.52,48.3,125.7,8.92,17.44,4.54,272.8,Satisfactory
2021-06-12,319.5,160.4,87.0,15.4,225.5,42.7,5.96,39.3,9.5,14.92,19.22,6.03,233.4,Moderate
2021-06-13,390.4,5.9,45.2,62.4,83.7,39.6,6.52,39.6,187.6,10.51,21.33,1.2,19.5,Severe
2021-06-14,347.0,168.2,17.5,61.6,22.7,24.2,8.12,95.9,146.3,0.82,14.43,2.82,164.0,Moderate
2021-06-15,291.5,492.2,25.6,75.9,155.9,26.4,4.84,39.6,126.1,11.0,6.93,6.7,238.3,Good
2021-06-16,262.0,472.7,19.8,96.0,22.2,48.3,9.86,99.3,190.3,19.42,2.74,0.68,496.9,Very Poor
2021-06-17,353.3,219.4,183.7,101.3,108.7,12.5,4.66,14.0,177.3,8.78,1.5,6.86,343.3,Severe
2021-06-18,231.9,93.8,196.1,148.6,223.1,38.9,8.13,81.8,174.3,1.0,21.41,1.29,47.7,Very Poor
2021-06-19,274.0,38.3,177.7,127.7,89.2,2.7,3.03,54.7,172.7,14.5,29.21,0.83,131.7,Severe
2021-06-20,498.3,128.6,58.8,90.9,50.2,42.2,5.12,26.2,22.5,14.0,16.47,7.35,270.2,Moderate
2021-06-21,187.3,481.2,185.8,7.3,222.2,0.3,3.26,10.3,63.2,17.48,20.94,8.09,406.8,Moderate
2021-06-22,153.9,542.8,40.9,12.7,176.5,19.1,3.33,87.3,133.7,19.51,9.03,0.7,227.1,Severe
2021-06-23,68.6,479.0,165.3,28.4,200.3,14.9,1.08,81.7,166.4,0.32,29.28,8.32,266.6,Satisfactory
2021-06-24,10.0,58.6,56.1,107.0,15.6,47.5,7.41,66.6,169.3,18.12,13.48,6.87,132.1,Satisfactory
2021-06-25,386.6,431.7,166.6,58.3,189.7,4.3,8.86,42.9,182.9,2.37,9.22,9.79,336.2,Good
2021-06-26,292.7,430.2,14.7,62.5,225.8,32.0,1.3,59.3,87.3,3.79,15.87,7.65,94.6,Very Poor
2021-06-27,67.9,427.9,125.2,52.9,1.0,43.4,7.09,29.6,151.0,18.45,8.04,6.16,15.4,Very Poor
2021-06-28,421.8,36.6,56.2,39.0,152.6,18.6,0.06,82.1,166.3,9.69,6.33,6.42,183.6,Good
2021-06-29,473.7,346.8,78.1,107.3,86.4,34.6,5.8,68.1,31.3,4.71,14.12,7.71,369.3,Very Poor
2021-06-30,497.2,435.2,44.8,11.7,215.4,40.4,4.88,95.5,55.5,4.22,11.45,0.55,121.1,Very Poor
2021-07-01,458.1,368.6,174.6,104.0,22.2,20.5,5.93,6.3,182.4,13.34,5.67,2.13,337.9,Good
2021-07-02,180.8,536.1,157.9,118.5,188.8,4.7,8.73,45.7,100.4,7.38,2.24,9.11,324.5,Very Poor
2021-07-03,419.5,318.6,21.8,61.6,18.1,48.2,9.6,9.1,86.2,14.92,12.54,5.11,266.4,Severe
2021-07-04,302.7,391.3,169.3,48.6,229.2,0.5,4.13,52.8,185.0,6.43,26.29,8.1,321.5,Severe
2021-07-05,391.9,73.0,82.8,146.5,181.8,37.2,8.12,54.9,22.0,16.17,11.86,2.76,96.0,Moderate
2021-07-06,340.1,280.7,26.8,68.8,39.4,18.8,1.5,68.4,78.4,16.89,28.37,3.5,481.4,Satisfactory
2021-07-07,256.7,83.2,194.0,26.1,54.6,33.0,3.57,32.0,92.2,5.9,23.39,0.98,352.2,Satisfactory
2021-07-08,430.1,107.1,79.9,28.6,181.6,20.4,4.9,31.6,107.6,16.66,21.11,6.13,489.4,Severe
2021-07-09,195.0,225.4,184.9,31.7,201.7,15.3,9.77,60.0,194.6,7.54,4.37,8.53,182.3,Good
2021-07-10,487.9,299.3,168.8,10.9,206.1,31.7,1.72,4.5,177.7,8.4,25.27,0.15,332.1,Satisfactory
2021-07-11,266.8,548.5,79.9,121.7,30.0,8.7,3.81,97.8,12.7,8.22,28.68,2.08,36.3,Severe
2021-07-12,8.7,159.7,37.9,2.4,236.9,3.1,5.85,93.4,191.7,4.97,3.9,7.13,263.2,Very Poor
2021-07-13,430.6,343.0,191.8,6.7,169.2,14.4,3.31,96.4,144.6,13.8,16.97,5.38,427.4,Poor
2021-07-14,7.3,492.8,125.5,132.7,122.1,26.9,9.47,10.3,146.1,6.16,24.43,7.62,181.8,Poor
2021-07-15,154.4,273.3,90.0,63.4,112.9,10.9,3.2,28.6,163.6,15.02,23.37,2.72,182.1,Poor
2021-07-16,319.1,106.8,74.4,101.8,144.1,36.4,9.66,54.4,26.9,5.45,1.19,0.99,323.4,Satisfactory
2021-07-17,86.4,333.2,103.6,27.4,207.6,47.0,8.95,52.7,38.2,18.08,4.86,2.27,10.6,Poor
2021-07-18,249.7,212.9,177.6,81.8,5.0,17.3,2.2,84.4,83.0,7.2,16.55,6.49,362.4,Very Poor
2021-07-19,389.8,453.9,167.5,130.3,98.8,13.4,7.99,32.1,197.9,15.6,12.41,8.01,399.4,Poor
2021-07-20,205.5,142.7,75.2,96.6,115.7,34.8,8.41,94.1,132.6,16.62,26.97,6.01,497.2,Very Poor
2021-07-21,218.2,510.0,50.6,117.3,194.9,42.7,0.89,39.8,193.1,6.87,10.26,4.47,0.4,Very Poor
2021-07-22,254.9,339.6,65.6,144.4,204.6,47.6,9.49,63.2,24.1,16.31,17.54,7.7,191.3,Severe
2021-07-23,435.3,517.1,20.2,67.6,108.3,19.4,9.92,91.8,52.2,16.03,3.71,0.56,316.8,Satisfactory
2021-07-24,289.4,202.8,11.8,135.3,154.3,35.3,6.34,72.1,39.3,0.87,28.97,7.37,364.0,Poor
2021-07-25,313.7,297.7,146.0,79.5,208.5,27.3,9.55,73.7,52.1,10.9,5.44,4.68,142.7,Moderate
2021-07-26,263.6,53.2,49.8,93.3,24.5,48.2,9.32,27.5,16.2,6.83,27.88,3.66,401.4,Poor
2021-07-27,125.0,261.7,134.6,146.6,13.4,19.3,6.93,1.1,58.9,3.8,17.65,5.58,328.0,Good
2021-07-28,390.6,37.1,24.7,76.8,239.5,1.2,5.4,81.8,12.2,14.26,16.13,4.1,493.1,Moderate
2021-07-29,450.0,380.2,166.8,32.5,91.1,23.3,0.98,91.0,163.9,13.69,13.7,4.17,468.3,Moderate
2021-07-30,54.0,0.4,105.4,104.5,204.9,19.1,9.42,92.1,2.5,4.23,19.62,7.12,384.0,Satisfactory
2021-07-31,392.4,513.9,46.9,14.2,65.2,16.4,1.95,29.9,27.1,18.47,28.63,1.18,347.6,Poor
2021-08-01,8.3,378.2,133.3,117.7,39.9,39.9,1.9,95.6,7.5,11.8,23.77,9.36,459.4,Moderate
2021-08-02,104.8,489.7,149.0,88.1,234.2,46.6,4.11,69.1,162.3,13.19,25.97,5.22,224.8,Moderate
2021-08-03,301.5,16.1,21.7,135.6,37.8,25.4,7.72,46.6,45.3,12.35,24.62,9.32,334.5,Very Poor
2021-08-04,400.3,598.3,47.9,98.4,179.7,29.9,3.04,59.8,109.7,16.71,17.59,1.72,96.5,Severe
2021-08-05,175.4,177.3,16.4,21.3,65.1,25.3,3.27,51.5,16.1,0.7,10.71,3.62,2.8,Severe
2021-08-06,23.1,550.8,99.6,30.7,146.5,28.9,0.32,88.9,24.5,14.22,21.63,2.57,426.1,Severe
2021-08-07,454.3,121.8,105.4,66.6,74.8,21.6,0.91,44.3,95.8,9.13,18.32,6.47,292.9,Satisfactory
2021-08-08,272.0,9.3,89.1,78.4,44.2,32.0,1.32,29.9,156.9,8.27,25.61,2.19,366.7,Moderate
2021-08-09,37.0,73.8,67.4,144.8,122.3,15.9,9.84,46.1,173.4,7.47,24.24,5.11,336.8,Satisfactory
2021-08-10,492.0,220.2,185.6,130.5,39.3,41.0,9.01,58.5,199.3,17.06,12.96,3.45,341.2,Severe
2021-08-11,176.0,435.1,81.3,86.0,115.1,18.7,8.04,14.5,180.9,12.38,28.96,1.4,408.8,Poor
2021-08-12,37.0,178.3,7.8,81.0,170.3,47.3,5.33,71.8,57.0,0.44,28.06,3.83,319.1,Satisfactory
2021-08-13,62.9,345.8,74.6,0.2,225.5,18.4,8.59,15.8,5.5,2.41,2.35,8.17,309.9,Moderate
2021-08-14,447.3,14.9,77.2,4.2,95.3,39.9,1.43,69.0,71.9,16.92,29.02,9.28,188.6,Very Poor
2021-08-15,261.1,378.7,79.5,88.4,125.9,18.7,6.03,88.7,157.1,6.5,3.08,6.73,115.2,Severe
2021-08-16,492.7,357.7,108.8,85.6,148.6,15.0,0.58,89.9,142.8,15.64,8.37,0.08,433.4,Moderate
2021-08-17,329.5,411.1,58.3,85.3,125.2,34.6,7.17,74.8,21.8,10.03,27.02,0.89,32.8,Moderate
2021-08-18,383.3,308.5,126.2,44.4,60.6,38.0,9.19,79.3,113.7,12.17,4.76,9.04,426.8,Good
2021-08-19,488.5,310.2,134.0,87.9,42.9,12.4,7.89,58.0,31.3,3.62,21.6,6.57,14.0,Good
2021-08-20,330.7,7.5,100.0,88.2,99.8,41.4,4.17,34.1,199.2,12.53,26.17,4.4,142.6,Severe
2021-08-21,257.2,574.1,85.1,122.8,77.8,43.4,0.14,42.3,84.2,18.28,12.33,1.19,419.0,Severe
2021-08-22,396.1,23.1,127.6,69.7,167.4,22.0,0.12,54.8,132.6,12.05,2.37,7.47,414.7,Good
2021-08-23,171.6,7.6,4.0,135.3,211.7,34.1,9.97,31.2,5.3,6.75,26.43,7.39,252.6,Poor
2021-08-24,347.8,95.7,75.1,2.5,146.3,46.5,8.07,85.2,83.9,8.22,15.44,0.11,389.2,Severe
2021-08-25,403.5,461.7,40.0,28.2,136.9,19.5,7.18,8.4,153.8,15.72,23.77,7.35,35.1,Very Poor
2021-08-26,485.5,374.9,106.8,62.6,32.4,3.5,9.9,14.6,125.8,11.73,21.5,8.9,64.9,Moderate
2021-08-27,265.5,443.6,59.6,6.9,65.9,5.0,9.54,90.2,191.7,19.34,0.01,1.69,370.5,Very Poor
2021-08-28,84.0,28.2,37.2,58.6,195.5,36.8,9.78,44.6,193.1,8.76,2.3,7.71,121.9,Good
2021-08-29,287.8,476.5,106.5,58.7,74.1,7.2,2.46,14.0,152.2,15.68,1.24,4.67,322.8,Satisfactory
2021-08-30,401.5,515.5,114.0,63.6,63.0,21.8,1.34,81.8,72.6,18.68,13.34,4.94,282.1,Moderate
2021-08-31,286.4,148.3,46.9,55.7,13.8,24.3,5.91,14.3,156.5,8.12,16.4,3.12,274.4,Moderate
2021-09-01,365.3,203.7,194.6,52.3,63.1,37.6,3.09,83.9,182.4,14.21,18.46,3.39,136.8,Very Poor
2021-09-02,455.2,519.7,89.1,41.9,102.1,30.1,6.63,34.5,184.7,12.27,29.17,6.59,344.0,Moderate
2021-09-03,266.6,166.9,18.2,100.2,214.9,33.1,3.76,43.6,33.4,11.13,6.52,8.09,431.4,Good
2021-09-04,374.1,286.4,76.8,148.9,41.2,38.4,9.91,95.0,53.1,5.14,26.88,5.38,140.4,Satisfactory
2021-09-05,107.4,434.6,61.6,131.1,104.1,7.7,0.07,44.7,85.1,2.33,5.31,6.74,153.7,Severe
2021-09-06,349.9,414.8,74.4,72.4,112.7,44.7,7.34,30.7,156.4,18.63,2.53,8.04,130.7,Poor
2021-09-07,77.6,491.9,196.1,67.7,45.3,18.1,4.52,87.8,97.9,14.38,2.15,6.51,64.4,Severe
2021-09-08,424.4,314.9,126.6,104.2,82.2,17.6,0.95,19.3,61.7,8.19,3.9,8.84,21.6,Severe
2021-09-09,215.3,255.0,131.5,127.3,3.5,23.2,8.8,89.2,115.2,5.43,6.09,9.74,419.4,Moderate
2021-09-10,43.6,170.2,143.2,111.1,31.2,22.2,8.98,93.4,103.4,1.99,28.63,2.3,311.3,Moderate
2021-09-11,171.0,548.9,66.3,99.3,102.8,29.8,1.41,25.7,49.9,13.9,20.23,1.9,461.8,Satisfactory
2021-09-12,323.6,250.6,87.1,96.3,3.2,17.6,1.6,86.7,132.9,8.71,0.27,3.2,446.8,Moderate
2021-09-13,152.2,166.1,181.3,95.5,131.8,19.8,5.67,45.7,127.5,11.37,3.47,1.91,487.9,Poor
2021-09-14,149.7,132.3,100.0,19.8,32.0,26.2,3.3,2.0,113.8,5.27,17.26,1.99,195.4,Severe
2021-09-15,343.9,54.3,21.5,72.1,85.9,14.4,7.58,8.8,8.9,15.79,9.71,6.97,174.7,Poor
2021-09-16,385.3,422.3,198.5,3.8,212.3,22.5,8.74,59.1,92.0,5.27,27.78,7.62,84.0,Moderate
2021-09-17,471.6,538.3,59.3,113.9,115.5,4.8,7.93,46.2,162.5,4.48,16.62,1.92,22.8,Severe
2021-09-18,190.0,525.8,186.7,35.1,242.2,42.9,4.0,87.7,138.0,19.61,1.7,0.66,354.4,Severe
2021-09-19,208.7,139.4,30.8,101.0,122.9,41.5,7.26,24.6,45.9,13.59,26.55,3.01,17.6,Severe
2021-09-20,331.2,92.9,163.3,101.4,94.4,1.9,6.65,84.6,197.1,7.54,19.48,1.03,240.3,Severe
2021-09-21,365.9,236.0,69.0,81.9,28.6,42.9,2.35,45.1,182.7,7.12,3.59,8.31,371.7,Poor
2021-09-22,290.3,502.7,120.4,65.1,206.5,34.3,6.17,17.6,39.3,4.63,21.42,7.84,242.0,Moderate
2021-09-23,314.9,216.4,176.0,86.3,245.5,22.7,6.21,61.6,5.6,8.71,16.75,7.66,102.4,Moderate
2021-09-24,286.1,42.3,191.4,63.4,1.1,48.2,2.51,37.5,10.8,19.47,26.68,1.66,293.8,Poor
2021-09-25,22.3,587.3,128.0,55.6,94.7,25.2,0.13,49.0,120.0,14.22,19.38,9.98,351.7,Poor
2021-09-26,152.1,105.4,93.9,29.9,138.9,43.9,0.42,24.0,85.3,4.22,0.69,4.22,323.7,Poor
2021-09-27,7.4,344.1,157.3,33.2,139.8,14.8,7.48,18.5,15.7,10.77,25.2,5.82,20.0,Moderate
2021-09-28,3.6,44.1,75.7,91.0,108.7,34.8,4.33,94.1,172.6,13.25,19.91,4.24,182.5,Poor
2021-09-29,63.7,347.4,37.1,81.7,177.9,38.3,6.97,20.3,164.2,15.72,23.14,5.47,468.1,Poor
2021-09-30,158.6,290.0,131.2,7.6,46.8,8.5,2.65,73.1,169.3,12.88,29.17,7.22,330.0,Moderate
2021-10-01,209.1,53.0,106.6,69.4,60.5,31.1,8.97,89.4,117.8,3.67,22.44,1.25,213.1,Good
2021-10-02,217.0,226.7,17.8,9.8,36.1,37.2,7.16,62.7,180.3,19.9,22.58,4.23,128.6,Moderate
2021-10-03,248.7,543.1,130.5,90.8,66.1,16.4,5.25,77.9,101.1,8.11,19.55,3.87,382.0,Severe
2021-10-04,446.6,120.9,70.7,55.9,137.9,9.2,7.65,57.9,35.9,2.38,20.63,7.37,53.7,Satisfactory
2021-10-05,441.7,223.9,91.8,79.4,224.2,39.9,7.29,94.9,156.1,18.85,9.8,3.19,62.0,Good
2021-10-06,265.8,434.8,182.9,29.4,139.8,5.4,5.02,19.9,9.3,1.54,0.68,4.29,227.7,Very Poor
2021-10-07,152.6,71.3,22.2,54.3,65.2,40.1,8.51,53.7,178.5,5.65,3.25,6.52,119.9,Satisfactory
2021-10-08,335.2,137.6,65.4,44.4,119.5,6.3,1.93,95.8,178.1,0.72,4.12,6.23,282.0,Severe
2021-10-09,416.7,421.3,128.8,75.8,52.6,4.3,3.46,40.0,122.3,12.12,13.6,4.38,112.3,Very Poor
2021-10-10,120.8,476.4,177.5,62.6,181.8,28.3,2.21,83.8,132.9,3.68,24.0,9.82,348.6,Satisfactory
2021-10-11,382.9,84.6,122.0,109.8,22.3,6.0,6.45,19.1,67.3,16.87,26.61,0.88,162.9,Poor
2021-10-12,457.3,173.1,120.0,146.9,49.9,24.2,5.26,4.6,5.7,1.83,18.05,9.7,382.3,Good
2021-10-13,17.1,242.8,18.8,64.1,14.7,46.1,5.07,28.9,186.0,17.03,27.97,1.11,362.0,Good
